class;collection;date;geom;latitude;longitude
Floresta;terraclass_amazonia;2004;{'coordinates': [[[-57.25, -6.4403], [-57.25, -6.25], [-57.0, -6.25], [-57.0, -6.4769], [-57.25, -6.4403]]], 'type': 'Polygon'};-6.374958098337555;-57.1298117201916
Floresta;terraclass_amazonia;2008;{'coordinates': [[[-57.25, -6.4403], [-57.25, -6.25], [-57.0, -6.25], [-57.0, -6.4769], [-57.25, -6.4403]]], 'type': 'Polygon'};-6.374958098337555;-57.1298117201916
Floresta;terraclass_amazonia;2010;{'coordinates': [[[-57.25, -6.4403], [-57.25, -6.25], [-57.0, -6.25], [-57.0, -6.4769], [-57.25, -6.4403]]], 'type': 'Polygon'};-6.374958098337555;-57.1298117201916
Floresta;terraclass_amazonia;2012;{'coordinates': [[[-57.25, -6.4403], [-57.25, -6.25], [-57.0, -6.25], [-57.0, -6.4769], [-57.25, -6.4403]]], 'type': 'Polygon'};-6.374958098337555;-57.1298117201916
Floresta;terraclass_amazonia;2014;{'coordinates': [[[-57.25, -6.4403], [-57.25, -6.25], [-57.0, -6.25], [-57.0, -6.4769], [-57.25, -6.4403]]], 'type': 'Polygon'};-6.374958098337555;-57.1298117201916
